PROVINCIA,DIA,HORA,FERIADO,CAUSA_PROBABLE,CLASE_FINAL,ZONA,TIPO_DE_VEHICULO_1,SERVICIO_1,EDAD_1,SEXO_1,CONDICION_1,PARTICIPANTE_1
PICHINCHA,MIERCOLES,P00,SI,CP17,PERDIDA DE CARRIL,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,MIERCOLES,P21,SI,CP09,ESTRELLAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,27.0,MUJER,LESIONADO,PASAJERO
AZUAY,MIERCOLES,P11,SI,CP11,CHOQUE POSTERIOR,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,63.0,HOMBRE,ILESO,CONDUCTOR
LOS RIOS,MIERCOLES,P23,SI,CP20,PERDIDA DE CARRIL,URBANA,MOTOCICLETA,PARTICULAR,30.0,HOMBRE,FALLECIDO,CONDUCTOR
AZUAY,MIERCOLES,P16,SI,CP06,CHOQUE LATERAL,URBANA,AUTOMOVIL,COMERCIAL,36.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,JUEVES,P02,NO,CP16,CAIDA DE PASAJERO,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P07,NO,CP13,PERDIDA DE CARRIL,RURAL,CAMION,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,JUEVES,P09,NO,CP13,PERDIDA DE CARRIL,RURAL,CAMION,COMERCIAL,48.0,HOMBRE,FALLECIDO,CONDUCTOR
AZUAY,JUEVES,P01,NO,CP13,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P12,NO,CP11,CHOQUE POSTERIOR,RURAL,BUS,PUBLICO,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,JUEVES,P17,NO,CP13,PERDIDA DE CARRIL,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P21,NO,CP13,ESTRELLAMIENTOS,URBANA,CAMIONETA,PARTICULAR,40.0,MUJER,ILESO,CONDUCTOR
GUAYAS,JUEVES,P14,NO,CP13,ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTA ELENA,JUEVES,P17,NO,CP13,ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P16,NO,CP13,PERDIDA DE CARRIL,RURAL,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,81.0,HOMBRE,FALLECIDO,CONDUCTOR
SANTA ELENA,JUEVES,P19,NO,CP22,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
AZUAY,JUEVES,P21,NO,CP13,ESTRELLAMIENTOS,RURAL,CAMION,COMERCIAL,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,JUEVES,P02,NO,CP09,PERDIDA DE CARRIL,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P08,NO,CP09,PERDIDA DE CARRIL,URBANA,AUTOMOVIL,PARTICULAR,52.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,JUEVES,P12,NO,CP09,ATROPELLOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P14,NO,CP09,PERDIDA DE CARRIL,URBANA,MOTOCICLETA,PARTICULAR,45.0,MUJER,LESIONADO,CONDUCTOR
GUAYAS,JUEVES,P16,NO,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,60.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,JUEVES,P18,NO,CP09,CHOQUE POSTERIOR,URBANA,AUTOMOVIL,COMERCIAL,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,JUEVES,P15,NO,CP18,CHOQUE LATERAL,URBANA,VEHICULO DEPORTIVO UTILITARIO,ESTADO,30.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,JUEVES,P19,NO,CP09,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P20,NO,CP09,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,56.0,HOMBRE,LESIONADO,CONDUCTOR
ESMERALDAS,JUEVES,P14,NO,CP13,PERDIDA DE CARRIL,RURAL,BUS,PUBLICO,-1.0,HOMBRE,NO IDENTIFICADO,CONDUCTOR
ESMERALDAS,JUEVES,P18,NO,CP13,PERDIDA DE CARRIL,RURAL,CAMION,COMERCIAL,-1.0,HOMBRE,NO IDENTIFICADO,CONDUCTOR
LOJA,JUEVES,P06,NO,CP13,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,HOMBRE,NO IDENTIFICADO,CONDUCTOR
BOLIVAR,JUEVES,P04,NO,CP13,CHOQUE LATERAL,RURAL,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,-1.0,HOMBRE,NO IDENTIFICADO,CONDUCTOR
ESMERALDAS,JUEVES,P08,NO,CP18,CHOQUE FRONTAL,URBANA,AUTOMOVIL,COMERCIAL,67.0,HOMBRE,ILESO,CONDUCTOR
ESMERALDAS,JUEVES,P17,NO,CP13,PERDIDA DE CARRIL,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOJA,JUEVES,P20,NO,CP09,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,60.0,MUJER,ILESO,CONDUCTOR
TUNGURAHUA,JUEVES,P01,NO,CP09,ESTRELLAMIENTOS,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
TUNGURAHUA,JUEVES,P14,NO,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,41.0,HOMBRE,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,JUEVES,P15,NO,CP24,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,JUEVES,P23,NO,CP01,PERDIDA DE CARRIL,URBANA,BUS,PUBLICO,53.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,JUEVES,P06,NO,CP13,CHOQUE LATERAL,URBANA,FURGONETA,COMERCIAL,51.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,JUEVES,P17,NO,CP13,CHOQUE LATERAL,URBANA,BUS,PUBLICO,51.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,JUEVES,P10,NO,CP09,ESTRELLAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,JUEVES,P08,NO,CP22,CHOQUE LATERAL,RURAL,AUTOMOVIL,PARTICULAR,33.0,MUJER,LESIONADO,CONDUCTOR
PICHINCHA,JUEVES,P11,NO,CP11,CHOQUE POSTERIOR,URBANA,AUTOMOVIL,PARTICULAR,40.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,JUEVES,P04,NO,CP11,CHOQUE POSTERIOR,URBANA,AUTOMOVIL,PARTICULAR,29.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,JUEVES,P12,NO,CP01,ATROPELLOS,RURAL,AUTOMOVIL,ESTADO,48.0,HOMBRE,LESIONADO,PASAJERO
PICHINCHA,JUEVES,P21,NO,CP17,CHOQUE FRONTAL,URBANA,BUS,PUBLICO,33.0,HOMBRE,LESIONADO,PASAJERO
PICHINCHA,JUEVES,P16,NO,CP09,CHOQUE LATERAL,URBANA,AUTOMOVIL,COMERCIAL,47.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,JUEVES,P10,NO,CP12,ROZAMIENTOS,URBANA,FURGONETA,COMERCIAL,44.0,HOMBRE,ILESO,CONDUCTOR
LOS RIOS,JUEVES,P13,NO,CP22,CHOQUE LATERAL,URBANA,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,JUEVES,P21,NO,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,41.0,HOMBRE,ILESO,CONDUCTOR
CARCHI,JUEVES,P12,NO,CP09,ESTRELLAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,28.0,HOMBRE,ILESO,CONDUCTOR
EL ORO,VIERNES,P05,NO,CP13,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
AZUAY,VIERNES,P00,NO,CP13,PERDIDA DE CARRIL,RURAL,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,VIERNES,P08,NO,CP11,CHOQUE POSTERIOR,RURAL,AUTOMOVIL,PARTICULAR,27.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,VIERNES,P07,NO,CP11,CHOQUE POSTERIOR,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,VIERNES,P13,NO,CP16,CAIDA DE PASAJERO,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P12,NO,CP17,CHOQUE FRONTAL,RURAL,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,P15,NO,CP11,CHOQUE POSTERIOR,URBANA,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
MANABI,VIERNES,P10,NO,CP13,PERDIDA DE CARRIL,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,VIERNES,P16,NO,CP16,CAIDA DE PASAJERO,URBANA,BUS,PUBLICO,61.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,VIERNES,P18,NO,CP11,CHOQUE POSTERIOR,RURAL,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,37.0,MUJER,ILESO,CONDUCTOR
GUAYAS,VIERNES,P17,NO,CP16,CAIDA DE PASAJERO,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P18,NO,CP13,ATROPELLOS,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,PEATON
GUAYAS,VIERNES,P21,NO,CP22,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P01,NO,CP18,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,P07,NO,CP11,COLISION,URBANA,AUTOMOVIL,PARTICULAR,55.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,VIERNES,P13,NO,CP11,COLISION,URBANA,AUTOMOVIL,PARTICULAR,45.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,VIERNES,P12,NO,CP17,CHOQUE FRONTAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,VIERNES,P16,NO,CP11,COLISION,URBANA,CAMION,COMERCIAL,50.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,VIERNES,P17,NO,CP18,CHOQUE LATERAL,URBANA,BICICLETA,PARTICULAR,48.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,VIERNES,P19,NO,CP09,ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P14,NO,CP11,COLISION,URBANA,CAMION,PARTICULAR,61.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,P10,NO,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
LOS RIOS,VIERNES,P00,NO,CP13,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,27.0,HOMBRE,FALLECIDO,CONDUCTOR
TUNGURAHUA,VIERNES,P09,NO,CP13,VOLCAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,-1.0,MUJER,LESIONADO,CONDUCTOR
CANAR,VIERNES,P17,NO,CP06,CHOQUE LATERAL,RURAL,CAMION,PARTICULAR,-1.0,MUJER,LESIONADO,PASAJERO
LOS RIOS,VIERNES,P17,NO,CP13,CHOQUE LATERAL,RURAL,NO IDENTIFICADO,PARTICULAR,60.0,HOMBRE,FALLECIDO,CONDUCTOR
CHIMBORAZO,VIERNES,P13,NO,CP11,CAIDA DE PASAJERO,URBANA,CAMION,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,PASAJERO
CHIMBORAZO,VIERNES,P12,NO,CP16,CAIDA DE PASAJERO,RURAL,NO IDENTIFICADO,PARTICULAR,61.0,HOMBRE,ILESO,PASAJERO
LOJA,VIERNES,P00,NO,CP09,PERDIDA DE CARRIL,URBANA,AUTOMOVIL,PARTICULAR,19.0,HOMBRE,ILESO,CONDUCTOR
LOJA,VIERNES,P02,NO,CP09,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
TUNGURAHUA,VIERNES,P19,NO,CP13,ESTRELLAMIENTOS,RURAL,ESPECIAL,COMERCIAL,36.0,HOMBRE,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,VIERNES,P14,NO,CP24,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,VIERNES,P10,NO,CP15,ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,40.0,HOMBRE,LESIONADO,PEATON
SANTO DOMINGO DE LOS TSACHILAS,VIERNES,P20,NO,CP11,CHOQUE POSTERIOR,URBANA,AUTOMOVIL,PARTICULAR,24.0,HOMBRE,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,VIERNES,P19,NO,CP24,CHOQUE LATERAL,URBANA,MOTOCICLETA,ESTADO,23.0,HOMBRE,LESIONADO,PASAJERO
PICHINCHA,VIERNES,P14,NO,CP01,CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,24.0,HOMBRE,LESIONADO,CONDUCTOR
PICHINCHA,VIERNES,P09,NO,CP22,ESTRELLAMIENTOS,RURAL,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,VIERNES,P06,NO,CP22,CHOQUE LATERAL,RURAL,AUTOMOVIL,PARTICULAR,49.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,VIERNES,P14,NO,CP11,CHOQUE POSTERIOR,URBANA,AUTOMOVIL,PARTICULAR,38.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,VIERNES,P16,NO,CP09,PERDIDA DE CARRIL,URBANA,NO IDENTIFICADO,PARTICULAR,22.0,HOMBRE,LESIONADO,PASAJERO
PICHINCHA,VIERNES,P09,NO,CP26,ARROLLAMIENTOS,URBANA,FURGONETA,PARTICULAR,34.0,HOMBRE,LESIONADO,PASAJERO
PICHINCHA,VIERNES,P13,NO,CP01,ATROPELLOS,URBANA,CAMION,CUENTA PROPIA,18.0,MUJER,ILESO,CONDUCTOR
PICHINCHA,VIERNES,P23,NO,CP09,ESTRELLAMIENTOS,URBANA,MOTOCICLETA,PARTICULAR,20.0,MUJER,LESIONADO,PEATON
PICHINCHA,VIERNES,P23,NO,CP22,ROZAMIENTOS,URBANA,MOTOCICLETA,PARTICULAR,35.0,HOMBRE,LESIONADO,CONDUCTOR
LOJA,VIERNES,P18,NO,CP26,ATROPELLOS,URBANA,AUTOMOVIL,PARTICULAR,28.0,MUJER,LESIONADO,PEATON
IMBABURA,VIERNES,P11,NO,CP22,ATROPELLOS,URBANA,AUTOMOVIL,COMERCIAL,65.0,MUJER,LESIONADO,PEATON
AZUAY,VIERNES,P06,NO,CP22,CHOQUE LATERAL,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,54.0,HOMBRE,ILESO,CONDUCTOR
CARCHI,VIERNES,P18,NO,CP13,ROZAMIENTOS,URBANA,AUTOMOVIL,COMERCIAL,-1.0,HOMBRE,ILESO,CONDUCTOR
SANTA ELENA,VIERNES,P22,NO,CP22,CHOQUE LATERAL,RURAL,CAMIONETA,PARTICULAR,29.0,HOMBRE,LESIONADO,CONDUCTOR
LOS RIOS,SABADO,P06,NO,CP13,ESTRELLAMIENTOS,RURAL,CAMION,COMERCIAL,43.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,SABADO,P07,NO,CP16,CAIDA DE PASAJERO,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTA ELENA,SABADO,P09,NO,CP22,CHOQUE LATERAL,URBANA,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
MANABI,SABADO,P08,NO,CP22,CHOQUE LATERAL,RURAL,CAMIONETA,PARTICULAR,28.0,HOMBRE,ILESO,CONDUCTOR
AZUAY,SABADO,P08,NO,CP13,PERDIDA DE CARRIL,RURAL,AUTOMOVIL,PARTICULAR,30.0,HOMBRE,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P13,NO,CP22,CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,SABADO,P12,NO,CP13,ATROPELLOS,RURAL,BICICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,PEATON
AZUAY,SABADO,P14,NO,CP13,PERDIDA DE CARRIL,RURAL,AUTOMOVIL,PARTICULAR,26.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,SABADO,P07,NO,CP13,VOLCAMIENTOS,RURAL,CAMION,COMERCIAL,48.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,SABADO,P19,NO,CP12,ROZAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,63.0,HOMBRE,ILESO,CONDUCTOR
AZUAY,SABADO,P14,NO,CP13,PERDIDA DE CARRIL,RURAL,CAMIONETA,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,SABADO,P22,NO,CP17,CHOQUE FRONTAL,RURAL,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,38.0,MUJER,LESIONADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,SABADO,P19,NO,CP13,ESTRELLAMIENTOS,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,FALLECIDO,CONDUCTOR
SANTA ELENA,SABADO,P21,NO,CP11,CHOQUE POSTERIOR,RURAL,AUTOMOVIL,PARTICULAR,30.0,MUJER,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,SABADO,P17,NO,CP11,CHOQUE POSTERIOR,URBANA,CAMION,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,SABADO,P16,NO,CP22,CHOQUE LATERAL,RURAL,CAMIONETA,ESTADO,50.0,HOMBRE,ILESO,CONDUCTOR
EL ORO,SABADO,P20,NO,CP22,CHOQUE LATERAL,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
MANABI,SABADO,P22,NO,CP13,PERDIDA DE CARRIL,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,SABADO,P03,NO,CP09,PERDIDA DE CARRIL,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P06,NO,CP12,ROZAMIENTOS,URBANA,BUS,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P07,NO,CP09,PERDIDA DE CARRIL,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P08,NO,CP09,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P09,NO,CP22,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P09,NO,CP09,PERDIDA DE CARRIL,URBANA,MOTOCICLETA,PARTICULAR,24.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,SABADO,P15,NO,CP06,CHOQUE POSTERIOR,URBANA,AUTOMOVIL,PARTICULAR,59.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,SABADO,P14,NO,CP12,ROZAMIENTOS,URBANA,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,SABADO,P13,NO,CP09,PERDIDA DE CARRIL,URBANA,MOTOCICLETA,PARTICULAR,48.0,MUJER,LESIONADO,CONDUCTOR
GUAYAS,SABADO,P19,NO,CP12,ROZAMIENTOS,URBANA,MOTOCICLETA,PARTICULAR,54.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,SABADO,P20,NO,CP22,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P21,NO,CP09,PERDIDA DE CARRIL,URBANA,AUTOMOVIL,PARTICULAR,40.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,SABADO,P20,NO,CP12,ROZAMIENTOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P22,NO,CP06,ESTRELLAMIENTOS,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,46.0,HOMBRE,LESIONADO,CONDUCTOR
TUNGURAHUA,SABADO,P07,NO,CP09,PERDIDA DE CARRIL,RURAL,BUS,PUBLICO,-1.0,HOMBRE,NO IDENTIFICADO,CONDUCTOR
CHIMBORAZO,SABADO,P20,NO,CP13,CHOQUE LATERAL,RURAL,AUTOMOVIL,COMERCIAL,20.0,HOMBRE,ILESO,CONDUCTOR
CHIMBORAZO,SABADO,P07,NO,CP13,PERDIDA DE CARRIL,RURAL,AUTOMOVIL,PARTICULAR,-1.0,MUJER,LESIONADO,PASAJERO
SUCUMBIOS,SABADO,P22,NO,CP13,CHOQUE POSTERIOR,RURAL,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,NO IDENTIFICADO,CONDUCTOR
CHIMBORAZO,SABADO,P14,NO,CP13,CAIDA DE PASAJERO,RURAL,ESPECIAL,ESTADO,-1.0,HOMBRE,LESIONADO,PASAJERO
LOS RIOS,SABADO,P05,NO,CP13,ESTRELLAMIENTOS,RURAL,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,FALLECIDO,CONDUCTOR
LOS RIOS,SABADO,P13,NO,CP13,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,MUJER,LESIONADO,PEATON
TUNGURAHUA,SABADO,P11,NO,CP13,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,COMERCIAL,58.0,HOMBRE,ILESO,CONDUCTOR
TUNGURAHUA,SABADO,P13,NO,CP22,CHOQUE LATERAL,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,33.0,MUJER,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,SABADO,P14,NO,CP13,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,39.0,MUJER,ILESO,CONDUCTOR
PICHINCHA,SABADO,P04,NO,CP09,CHOQUE FRONTAL,RURAL,AUTOMOVIL,PARTICULAR,29.0,HOMBRE,FALLECIDO,PASAJERO
PICHINCHA,SABADO,P08,NO,CP18,CHOQUE LATERAL,URBANA,CAMIONETA,PARTICULAR,32.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,SABADO,P18,NO,CP17,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,SABADO,P11,NO,CP09,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,22.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,SABADO,P20,NO,CP09,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,SABADO,P06,NO,CP17,CHOQUE POSTERIOR,URBANA,CAMION,CUENTA PROPIA,48.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,SABADO,P17,NO,CP06,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,SABADO,P19,NO,CP24,CHOQUE FRONTAL,URBANA,AUTOMOVIL,PARTICULAR,48.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,SABADO,P16,NO,CP11,CHOQUE POSTERIOR,URBANA,CAMIONETA,ESTADO,25.0,HOMBRE,ILESO,CONDUCTOR
MANABI,SABADO,P06,NO,CP13,ROZAMIENTOS,URBANA,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
MANABI,SABADO,P14,NO,CP13,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,67.0,MUJER,ILESO,CONDUCTOR
LOJA,SABADO,P12,NO,CP13,ESTRELLAMIENTOS,URBANA,CAMION,PARTICULAR,54.0,HOMBRE,ILESO,CONDUCTOR
LOJA,SABADO,P17,NO,CP13,CHOQUE FRONTAL,URBANA,AUTOMOVIL,COMERCIAL,30.0,HOMBRE,ILESO,CONDUCTOR
LOJA,SABADO,P19,NO,CP09,ESTRELLAMIENTOS,RURAL,CAMIONETA,PARTICULAR,63.0,HOMBRE,ILESO,CONDUCTOR
AZUAY,SABADO,P19,NO,CP06,CHOQUE FRONTAL,URBANA,MOTOCICLETA,PARTICULAR,27.0,HOMBRE,LESIONADO,CONDUCTOR
AZUAY,SABADO,P11,NO,CP13,CHOQUE FRONTAL,RURAL,CAMIONETA,PARTICULAR,19.0,MUJER,ILESO,CONDUCTOR
