PROVINCIA,DIA,HORA,FERIADO,CAUSA PROBABLE,CLASE FINAL,ZONA,TIPO DE VEHÍCULO 1,SERVICIO 1,EDAD 1,SEXO 1,CONDICIÓN 1,PARTICIPANTE 1
ORELLANA,MIERCOLES,21:20:00,SI,NO TRANSITAR POR LAS ACERAS O ZONAS DE SEGURIDAD DESTINADAS PARA EL EFECTO.,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,63,HOMBRE,FALLECIDO,PEATON
MORONA SANTIAGO,MIERCOLES,14:40:00,SI,NO TRANSITAR POR LAS ACERAS O ZONAS DE SEGURIDAD DESTINADAS PARA EL EFECTO.,ATROPELLOS,RURAL,CAMIONETA,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
ESMERALDAS,MIERCOLES,14:19:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE CARRIL,RURAL,MOTOCICLETA,PARTICULAR,30,HOMBRE,FALLECIDO,CONDUCTOR
ESMERALDAS,MIERCOLES,14:00:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,RURAL,AUTOMOVIL,COMERCIAL,-1,HOMBRE,NO IDENTIFICADO,CONDUCTOR
MANABI,MIERCOLES,21:50:00,SI,NO TRANSITAR POR LAS ACERAS O ZONAS DE SEGURIDAD DESTINADAS PARA EL EFECTO.,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1,HOMBRE,FALLECIDO,PEATON
CHIMBORAZO,MIERCOLES,01:10:00,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1,HOMBRE,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,MIERCOLES,21:50:00,SI,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",CHOQUE FRONTAL,RURAL,AUTOMOVIL,PARTICULAR,35,HOMBRE,ILESO,CONDUCTOR
ZAMORA CHINCHIPE,MIERCOLES,21:30:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE CARRIL,RURAL,CAMION,PARTICULAR,23,HOMBRE,LESIONADO,CONDUCTOR
LOS RIOS,MIERCOLES,18:00:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,39,HOMBRE,LESIONADO,CONDUCTOR
PICHINCHA,MIERCOLES,01:30:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,39,HOMBRE,ILESO,CONDUCTOR
MORONA SANTIAGO,MIERCOLES,01:35:00,SI,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",CHOQUE FRONTAL,URBANA,AUTOMOVIL,PARTICULAR,33,HOMBRE,ILESO,CONDUCTOR
BOLIVAR,MIERCOLES,07:10:00,SI,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",ROZAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,29,HOMBRE,ILESO,CONDUCTOR
TUNGURAHUA,MIERCOLES,01:20:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,RURAL,CAMION,PARTICULAR,-1,HOMBRE,NO IDENTIFICADO,CONDUCTOR
PASTAZA,MIERCOLES,20:50:00,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,PERDIDA DE CARRIL,URBANA,MOTOCICLETA,PARTICULAR,-1,HOMBRE,NO IDENTIFICADO,CONDUCTOR
ZAMORA CHINCHIPE,MIERCOLES,16:39:00,SI,"CONDICIONES AMBIENTALES Y/O ATMOSFERICAS (NIEBLA, NEBLINA, GRANIZO, LLUVIA).",PERDIDA DE CARRIL,RURAL,NO IDENTIFICADO,PARTICULAR,45,HOMBRE,FALLECIDO,CONDUCTOR
CHIMBORAZO,MIERCOLES,21:45:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE POSTERIOR,RURAL,AUTOMOVIL,PARTICULAR,26,HOMBRE,ILESO,CONDUCTOR
CARCHI,MIERCOLES,01:00:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,URBANA,AUTOMOVIL,COMERCIAL,36,HOMBRE,ILESO,CONDUCTOR
TUNGURAHUA,MIERCOLES,02:00:00,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,COLISION,URBANA,AUTOMOVIL,PARTICULAR,-1,HOMBRE,NO IDENTIFICADO,CONDUCTOR
TUNGURAHUA,MIERCOLES,14:15:00,SI,"CONDICIONES AMBIENTALES Y/O ATMOSFERICAS (NIEBLA, NEBLINA, GRANIZO, LLUVIA).",ATROPELLOS,RURAL,CAMION,COMERCIAL,-1,MUJER,LESIONADO,PEATON
PICHINCHA,MIERCOLES,08:10:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE CARRIL,RURAL,AUTOMOVIL,PARTICULAR,28,HOMBRE,ILESO,CONDUCTOR
MANABI,MIERCOLES,07:40:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,RURAL,NO IDENTIFICADO,PARTICULAR,43,HOMBRE,ILESO,CONDUCTOR
LOJA,MIERCOLES,22:30:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE POSTERIOR,RURAL,CAMION,PARTICULAR,-1,HOMBRE,LESIONADO,CONDUCTOR
BOLIVAR,MIERCOLES,19:20:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE CARRIL,URBANA,AUTOMOVIL,PARTICULAR,-1,HOMBRE,LESIONADO,CONDUCTOR
IMBABURA,MIERCOLES,17:07:00,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,PERDIDA DE CARRIL,RURAL,MOTOCICLETA,PARTICULAR,32,HOMBRE,LESIONADO,CONDUCTOR
ESMERALDAS,MIERCOLES,21:00:00,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ARROLLAMIENTOS,RURAL,MOTOCICLETA,PARTICULAR,49,MUJER,LESIONADO,PEATON
ESMERALDAS,MIERCOLES,12:00:00,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ATROPELLOS,RURAL,MOTOCICLETA,PARTICULAR,3,HOMBRE,LESIONADO,PEATON
IMBABURA,MIERCOLES,08:00:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
ESMERALDAS,MIERCOLES,14:20:00,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,PERDIDA DE CARRIL,URBANA,MOTOCICLETA,PARTICULAR,30,HOMBRE,FALLECIDO,CONDUCTOR
LOJA,MIERCOLES,00:40:00,SI,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO A VEHICULOS.,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,20,MUJER,LESIONADO,PASAJERO
LOJA,MIERCOLES,06:57:00,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,45,HOMBRE,ILESO,CONDUCTOR
LOJA,MIERCOLES,07:00:00,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOJA,MIERCOLES,02:10:00,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,PERDIDA DE CARRIL,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOJA,MIERCOLES,17:55:00,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,URBANA,CAMIONETA,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
TUNGURAHUA,MIERCOLES,01:19:00,SI,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,29,MUJER,LESIONADO,PEATON
TUNGURAHUA,MIERCOLES,20:55:00,SI,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,RURAL,CAMIONETA,PARTICULAR,53,HOMBRE,ILESO,CONDUCTOR
TUNGURAHUA,MIERCOLES,05:10:00,SI,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
TUNGURAHUA,MIERCOLES,21:50:00,SI,CONDUCIR EN SENTIDO CONTRARIO A LA VIA NORMAL DE CIRCULACION.,CHOQUE LATERAL,RURAL,AUTOMOVIL,PARTICULAR,33,HOMBRE,ILESO,CONDUCTOR
TUNGURAHUA,MIERCOLES,05:45:00,SI,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,MIERCOLES,19:30:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",VOLCAMIENTOS,URBANA,NO IDENTIFICADO,PARTICULAR,27,HOMBRE,LESIONADO,PASAJERO
SANTO DOMINGO DE LOS TSACHILAS,MIERCOLES,02:16:00,SI,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO AL PEATON.,ATROPELLOS,URBANA,AUTOMOVIL,PARTICULAR,35,MUJER,LESIONADO,PEATON
SANTO DOMINGO DE LOS TSACHILAS,MIERCOLES,00:14:00,SI,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO AL PEATON.,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,52,MUJER,LESIONADO,PEATON
SANTO DOMINGO DE LOS TSACHILAS,MIERCOLES,06:15:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,URBANA,MOTOCICLETA,PARTICULAR,47,HOMBRE,LESIONADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,MIERCOLES,12:00:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,MIERCOLES,04:58:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,URBANA,CAMIONETA,PARTICULAR,47,HOMBRE,LESIONADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,MIERCOLES,07:00:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,MIERCOLES,06:44:00,SI,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ATROPELLOS,RURAL,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,MIERCOLES,13:52:00,SI,DANOS MECANICOS PREVISIBLES.,ESTRELLAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,MIERCOLES,16:02:00,SI,"PRESENCIA DE AGENTES EXTERNOS EN LA VIA (AGUA, ACEITE, PIEDRA, LASTRE, ESCOMBROS, MADEROS, ETC.).",ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,56,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,MIERCOLES,18:38:00,SI,"PRESENCIA DE AGENTES EXTERNOS EN LA VIA (AGUA, ACEITE, PIEDRA, LASTRE, ESCOMBROS, MADEROS, ETC.).",ESTRELLAMIENTOS,RURAL,CAMIONETA,PARTICULAR,13,MUJER,LESIONADO,PEATON
PICHINCHA,MIERCOLES,08:30:00,SI,"CONDICIONES AMBIENTALES Y/O ATMOSFERICAS (NIEBLA, NEBLINA, GRANIZO, LLUVIA).",ESTRELLAMIENTOS,RURAL,CAMIONETA,PARTICULAR,49,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,MIERCOLES,01:00:00,SI,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,MIERCOLES,08:30:00,SI,DANOS MECANICOS PREVISIBLES.,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,MIERCOLES,16:00:00,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,29,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,MIERCOLES,07:30:00,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,PERDIDA DE CARRIL,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,MIERCOLES,02:30:00,SI,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,URBANA,AUTOMOVIL,PARTICULAR,18,MUJER,LESIONADO,PASAJERO
PICHINCHA,MIERCOLES,06:02:00,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ATROPELLOS,URBANA,AUTOMOVIL,COMERCIAL,65,HOMBRE,LESIONADO,CONDUCTOR
PICHINCHA,MIERCOLES,06:30:00,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,MIERCOLES,13:25:00,SI,"PEATON TRANSITA BAJO INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",ATROPELLOS,URBANA,AUTOMOVIL,ESTADO,27,HOMBRE,LESIONADO,PEATON
PICHINCHA,MIERCOLES,06:27:00,SI,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ATROPELLOS,RURAL,AUTOMOVIL,PARTICULAR,28,MUJER,LESIONADO,PEATON
PICHINCHA,MIERCOLES,06:12:00,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ATROPELLOS,RURAL,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,MIERCOLES,00:10:00,SI,CONDUCIR EN SENTIDO CONTRARIO A LA VIA NORMAL DE CIRCULACION.,PERDIDA DE CARRIL,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,MIERCOLES,21:30:00,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,27,MUJER,LESIONADO,PASAJERO
AZUAY,MIERCOLES,11:55:00,SI,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,63,HOMBRE,ILESO,CONDUCTOR
LOS RIOS,MIERCOLES,23:35:00,SI,MALAS CONDICIONES DE LA VIA Y/O CONFIGURACION. (ILUMINACION Y DISENO).,PERDIDA DE CARRIL,URBANA,MOTOCICLETA,PARTICULAR,30,HOMBRE,FALLECIDO,CONDUCTOR
AZUAY,MIERCOLES,16:50:00,SI,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,URBANA,AUTOMOVIL,COMERCIAL,36,HOMBRE,ILESO,CONDUCTOR
GUAYAS,JUEVES,02:00:00,NO,BAJARSE O SUBIRSE DE VEHICULOS EN MOVIMIENTO SIN TOMAR LAS PRECAUCIONES DEBIDA.,CAIDA DE PASAJERO,RURAL,MOTOCICLETA,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,07:00:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE CARRIL,RURAL,CAMION,PARTICULAR,-1,NO IDENTIFICADO,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,JUEVES,09:26:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE CARRIL,RURAL,CAMION,COMERCIAL,48,HOMBRE,FALLECIDO,CONDUCTOR
AZUAY,JUEVES,01:40:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,12:15:00,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,RURAL,BUS,PUBLICO,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,JUEVES,17:15:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE CARRIL,RURAL,MOTOCICLETA,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,21:00:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,URBANA,CAMIONETA,PARTICULAR,40,MUJER,ILESO,CONDUCTOR
GUAYAS,JUEVES,14:40:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTA ELENA,JUEVES,17:30:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,16:00:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE CARRIL,RURAL,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,81,HOMBRE,FALLECIDO,CONDUCTOR
SANTA ELENA,JUEVES,19:20:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
AZUAY,JUEVES,21:30:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,RURAL,CAMION,COMERCIAL,-1,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,JUEVES,02:10:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,PERDIDA DE CARRIL,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,08:10:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,PERDIDA DE CARRIL,URBANA,AUTOMOVIL,PARTICULAR,52,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,JUEVES,12:50:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ATROPELLOS,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,14:10:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,PERDIDA DE CARRIL,URBANA,MOTOCICLETA,PARTICULAR,45,MUJER,LESIONADO,CONDUCTOR
GUAYAS,JUEVES,16:49:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,60,HOMBRE,ILESO,CONDUCTOR
GUAYAS,JUEVES,18:25:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,CHOQUE POSTERIOR,URBANA,AUTOMOVIL,COMERCIAL,-1,HOMBRE,ILESO,CONDUCTOR
GUAYAS,JUEVES,15:40:00,NO,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL.,CHOQUE LATERAL,URBANA,VEHICULO DEPORTIVO UTILITARIO,ESTADO,30,HOMBRE,ILESO,CONDUCTOR
GUAYAS,JUEVES,19:34:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,20:14:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,56,HOMBRE,LESIONADO,CONDUCTOR
ESMERALDAS,JUEVES,14:00:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE CARRIL,RURAL,BUS,PUBLICO,-1,HOMBRE,NO IDENTIFICADO,CONDUCTOR
